date,Bjorn Borg,John McEnroe,Novak Djokovic,Ivan Lendl,Jimmy Connors
1972-07-30,1530.552131481037,1500.0,1500.0,1500.0,1775.0047875947614
1972-07-31,1530.552131481037,1500.0,1500.0,1500.0,1777.2393615451294
1972-08-07,1530.552131481037,1500.0,1500.0,1500.0,1811.643304552859
1972-08-27,1530.552131481037,1500.0,1500.0,1500.0,1808.1721285103713
1972-08-30,1530.552131481037,1500.0,1500.0,1500.0,1806.4559423587978
1972-09-17,1521.8123899824152,1500.0,1500.0,1500.0,1806.4559423587978
1972-09-18,1521.8123899824152,1500.0,1500.0,1500.0,1811.8620278477445
1972-09-25,1528.4251517520167,1500.0,1500.0,1500.0,1829.81904800426
1972-10-30,1528.4251517520167,1500.0,1500.0,1500.0,1837.066942005194
1972-11-04,1544.328931152058,1500.0,1500.0,1500.0,1841.5312364333097
1972-11-05,1569.120394994199,1500.0,1500.0,1500.0,1841.5312364333097
1972-11-18,1569.120394994199,1500.0,1500.0,1500.0,1843.857395136947
1972-11-28,1569.120394994199,1500.0,1500.0,1500.0,1840.698287842089
1972-12-04,1572.7305770653231,1500.0,1500.0,1500.0,1840.425198522361
1972-12-13,1567.5862696663849,1500.0,1500.0,1500.0,1840.425198522361
1973-01-03,1567.5862696663849,1500.0,1500.0,1500.0,1851.186641748913
1973-01-16,1567.5862696663849,1500.0,1500.0,1500.0,1868.549590605273
